NQ-Size,Runtime until solved,Gens until solved, Pop Size,Select Type,Fit Scale Type,Xover Type,Xover Rate,Mut Type,Mut Rate,Rep Type,Fit Fxn, Fitness Score, Chromo,
5,517100,0,10,1,1,1,0.01,2,0.01,1,1,0.0,[2, 4, 1, 3, 0],
5,1138900,62,10,1,1,1,0.01,2,0.01,1,1,0.0,[4, 1, 3, 0, 2],
5,16000,0,10,1,1,1,0.01,2,0.01,1,1,0.0,[1, 3, 0, 2, 4],
5,200800,4,10,1,1,1,0.01,2,0.01,1,1,0.0,[2, 0, 3, 1, 4],
5,98300,8,10,1,1,1,0.01,2,0.01,1,1,0.0,[2, 4, 1, 3, 0],
5,407000,0,10,1,1,1,0.01,2,0.01,1,2,0.0,[2, 4, 1, 3, 0],
5,365500,14,10,1,1,1,0.01,2,0.01,1,2,0.0,[0, 3, 1, 4, 2],
5,42100,0,10,1,1,1,0.01,2,0.01,1,2,0.0,[2, 0, 3, 1, 4],
5,28400,0,10,1,1,1,0.01,2,0.01,1,2,0.0,[2, 4, 1, 3, 0],
5,43300,0,10,1,1,1,0.01,2,0.01,1,2,0.0,[4, 1, 3, 0, 2],
5,438200,0,10,1,2,1,0.01,2,0.01,1,3,5.0,[2, 4, 1, 3, 0],
5,219300,6,10,1,2,1,0.01,2,0.01,1,3,5.0,[3, 1, 4, 2, 0],
5,707400,29,10,1,2,1,0.01,2,0.01,1,3,5.0,[2, 0, 3, 1, 4],
5,16700,0,10,1,2,1,0.01,2,0.01,1,3,5.0,[1, 4, 2, 0, 3],
5,27100,0,10,1,2,1,0.01,2,0.01,1,3,5.0,[1, 3, 0, 2, 4],
5,396300,0,10,1,2,1,0.01,2,0.01,1,6,1.0,[2, 4, 1, 3, 0],
5,428800,13,10,1,2,1,0.01,2,0.01,1,6,1.0,[2, 4, 1, 3, 0],
5,23700,0,10,1,2,1,0.01,2,0.01,1,6,1.0,[3, 1, 4, 2, 0],
5,16400,0,10,1,2,1,0.01,2,0.01,1,6,1.0,[1, 4, 2, 0, 3],
5,864100,34,10,1,2,1,0.01,2,0.01,1,6,1.0,[4, 2, 0, 3, 1],
5,468500,0,10,1,1,1,0.01,2,0.01,2,1,0.0,[2, 4, 1, 3, 0],
5,2430500,62,10,1,1,1,0.01,2,0.01,2,1,0.0,[4, 1, 3, 0, 2],
5,20700,0,10,1,1,1,0.01,2,0.01,2,1,0.0,[1, 3, 0, 2, 4],
5,270300,4,10,1,1,1,0.01,2,0.01,2,1,0.0,[2, 0, 3, 1, 4],
